Timestamp,Item Description,Brand,Lot/Serial #,Expiration,IAR #,IAR Date,Delivery Date,Quantity,Pack Size,Loose,Unit,Total,Location,Supplier/Donor,Manufacturer,Origin,Acquisition Mode,Expiration,Remarks,Condition,Fund Source,Acquisition Cost,Category,User,Status
10:34:18 9/3/2022,Computer Desktop Veriton M4660G   ,Acer,,NOT INDICATED,,,,,,,,1,Department Office,,,,Purchase,,On site.,Not yet in use,,34450,,Kristoffer Ian Buñag,
10:34:18 9/3/2022,Computer Desktop Veriton M4660G   ,Acer,,NOT INDICATED,,,,,,,,1,Nurse Supervisor's Office,,,,Purchase,,Not found in the area.,,,34450,,Kristoffer Ian Buñag,
10:34:18 9/3/2022,Computer Desktop Veriton M4660G   ,Acer,,NOT INDICATED,,,,,,,,1,Gynecologic Oncology and Colposcopy Unit,,,,Purchase,,On site.,Good Condition,,34450,,Kristoffer Ian Buñag,
10:34:18 9/3/2022,Fan Axial    ,,,NOT INDICATED,,,,,,,,1,,,,,Purchase,,Not found in the area.,,,47000,,Kristoffer Ian Buñag,
10:34:18 9/3/2022,Infusion Pump Machine     ,,,NOT INDICATED,,,,,,,,1,,,,,Purchase,,Not found in the area.,,,65000,,Kristoffer Ian Buñag,
15:6:1 9/3/2022,Fan Axial    ,,,NOT INDICATED,,,,,,,,1,,,,,Purchase,,Not found in the area.,,,47000,,Kristoffer Ian Buñag,
15:6:1 9/3/2022,Fan Axial    ,,,NOT INDICATED,,,,,,,,1,,,,,Purchase,,Not found in the area.,,,47000,,Kristoffer Ian Buñag,
15:6:1 9/3/2022,Fan Axial    ,,,NOT INDICATED,,,,,,,,1,,,,,Purchase,,Not found in the area.,,,47000,,Kristoffer Ian Buñag,
15:6:1 9/3/2022,Cardiotocograph Machine  F9   ,EDAN USA,,NOT INDICATED,,,,,,,,1,,,,,Purchase,,Not found in the area.,,,995000,,Kristoffer Ian Buñag,
15:6:1 9/3/2022,Electrosurgical Machine     ,Valleylab,,NOT INDICATED,,,,,,,,1,OB-OR,,,,Purchase,,Not found in the area.,,,1140000,,Kristoffer Ian Buñag,
15:31:2 9/3/2022,Table Wooden    ,,,NOT INDICATED,,,,,,,,1,Department Office,,,,Purchase,,10 chair wooden. On site.,Good Condition,,0,,Kristoffer Ian Buñag,
15:31:2 9/3/2022,Table Office    ,,,NOT INDICATED,,,,,,,,1,Department Office,,,,Purchase,,On site.,Good Condition,,,,Kristoffer Ian Buñag,
8:17:38 9/5/2022,Chair Executive    ,,,NOT INDICATED,,,,,,,,1,Department Office,,,,Purchase,,On site.,Good Condition,,0,,Kristoffer Ian Buñag,
8:17:38 9/5/2022,Printer  Pixma IP2770   ,Cannon,,NOT INDICATED,,,,,,,,1,,,,,Purchase,,Not found in the area.,,,,,Kristoffer Ian Buñag,
8:17:38 9/5/2022,Computer Desktop    ,Acer,,NOT INDICATED,,,,,,,,1,,,,,Purchase,,Not found in the area.,,,,,Kristoffer Ian Buñag,
8:17:38 9/5/2022,"Cabinet Wall, With Glass Door  Brown  ",,,NOT INDICATED,,,,,,,,1,OB Library,,,,Purchase,,On site.,Needs repair,,,,Kristoffer Ian Buñag,
8:17:38 9/5/2022,Cabinet Filing    ,Hermaco,,NOT INDICATED,,,,,,,,1,Department Office,,,,Purchase,,On site.,Good Condition,,,,Kristoffer Ian Buñag,
8:17:38 9/5/2022,Chair Sofa    ,,,NOT INDICATED,,,,,,,,1,,,,,Purchase,,Not found in the area.,,,,,Kristoffer Ian Buñag,
8:17:38 9/5/2022,Whiteboard     ,,,NOT INDICATED,,,,,,,,1,Doctors Quarters,,,,Purchase,,No Remarks.,Good Condition,,,,Kristoffer Ian Buñag,
8:17:38 9/5/2022,DVD Player  DVD-K38   ,,,NOT INDICATED,,,,,,,,1,OB Library,,,,Purchase,,On site.,Unserviceable,,1700,,Kristoffer Ian Buñag,
8:17:38 9/5/2022,Television Stand    ,,,NOT INDICATED,,,,,,,,1,Gynecologic Oncology and Colposcopy Unit,,,,Purchase,,On site.,Good Condition,,,,Kristoffer Ian Buñag,
8:17:38 9/5/2022,Computer Desktop    ,AOC,,NOT INDICATED,,,,,,,,1,Doctor's Lounge,,,,Purchase,,No Remarks.,,,,,Kristoffer Ian Buñag,
8:17:38 9/5/2022,Computer Stand    ,,,NOT INDICATED,,,,,,,,1,OB Modular Room,,,,Purchase,,No Remarks.,Good Condition,,,,Kristoffer Ian Buñag,
8:17:38 9/5/2022,Chair Sofa    ,,,NOT INDICATED,,,,,,,,1,OB Library,,,,Purchase,,On site.,Good Condition,,,,Kristoffer Ian Buñag,
8:17:38 9/5/2022,"Cabinet Long, With Glass Door    ",,,NOT INDICATED,,,,,,,,1,OB,,,,Purchase,,Fabricated by the Engineering Department (Clear Glass). On site.,,,,,Kristoffer Ian Buñag,
8:17:38 9/5/2022,Acrylic Calendar     ,,,NOT INDICATED,,,,,,,,1,,,,,Purchase,,Purchased by Departments Fund.,,,,,Kristoffer Ian Buñag,
10:36:8 9/5/2022,Board Cork    ,,,NOT INDICATED,,,,,,,,1,,,,,Purchase,,Purchased by Departments Fund.,,,0,,Kristoffer Ian Buñag,
10:38:26 9/5/2022,"Dispenser Alcohol, Pedal Operated    ",,,NOT INDICATED,,,,,,,,1,,,,,Purchase,,Fabricated by Engineering Department.,,,0,,Kristoffer Ian Buñag,
10:38:26 9/5/2022,Chair Monobloc  White  ,,,NOT INDICATED,,,,,,,,1,,,,,Purchase,,2 White chairs at the Library.,,,,,Kristoffer Ian Buñag,
10:44:29 9/5/2022,Chair Monobloc  White  ,,,NOT INDICATED,,,,0,0,13,,13,,,,,Purchase,NOT INDICATED,2 White chairs at the Library.,,,,,Kristoffer Ian Buñag,
10:45:38 9/5/2022,Chair Monobloc  Yellow  ,,,NOT INDICATED,,,,,,,,1,,,,,Purchase,,No Remarks.,,,0,,Kristoffer Ian Buñag,
10:46:20 9/5/2022,Chair Monobloc  Yellow  ,,,NOT INDICATED,,,,0,0,4,,4,,,,,Purchase,NOT INDICATED,No Remarks.,,,,,Kristoffer Ian Buñag,
10:46:45 9/5/2022,Television Smart    ,Samsung,,NOT INDICATED,,,,,,,,1,,,,,Purchase,,Purchased by Departments Fund. On site.,,,0,,Kristoffer Ian Buñag,
10:46:45 9/5/2022,Television Smart    ,TCI,,NOT INDICATED,,,,,,,,1,,,,,Purchase,,Purchased by Departments Fund.,,,,,Kristoffer Ian Buñag,
10:46:45 9/5/2022,Dispenser Water    ,Kyowa,,NOT INDICATED,,,,,,,,1,,,,,Purchase,,Purchased by Departments Fund.,,,,,Kristoffer Ian Buñag,
10:46:45 9/5/2022,Air Purifier     ,,,NOT INDICATED,,,,,,,,1,OB,,,,Purchase,,Purchased by Departments Fund.,,,,,Kristoffer Ian Buñag,
10:46:45 9/5/2022,Airconditioner Split    ,Koppel,,NOT INDICATED,,,,,,,,1,,,,,Purchase,,On site.,,,,,Kristoffer Ian Buñag,
10:46:45 9/5/2022,Cryosurgery Machine     ,,,NOT INDICATED,,,,,,,,1,OB-OR,,,,Purchase,,No Remarks.,,,,,Kristoffer Ian Buñag,
10:46:45 9/5/2022,Airconditioner Window 6RW20CRNI   ,General Royal,,NOT INDICATED,,,,,,,,1,OB,,,,Purchase,,No Remarks.,,,28685,,Kristoffer Ian Buñag,
10:46:45 9/5/2022,Printer  L360   ,Epson,,NOT INDICATED,,,,,,,,1,,,,,Purchase,,On site.,,,,,Kristoffer Ian Buñag,
10:46:45 9/5/2022,Phone Intercom Phone    ,,,NOT INDICATED,,,,,,,,1,OB,,,,Purchase,,Provided by IHOMP. On site.,,,,,Kristoffer Ian Buñag,
10:46:45 9/5/2022,Camera     ,A1,,NOT INDICATED,,,,,,,,1,,,,,Purchase,,Purchased by Departments Fund. On site.,,,,,Kristoffer Ian Buñag,
10:46:45 9/5/2022,Speaker System Polysync    ,,,NOT INDICATED,,,,,,,,1,OB,,,,Purchase,,Purchased by Departments Fund. On site.,,,,,Kristoffer Ian Buñag,
11:4:58 9/5/2022,Speaker System Microphone    ,,,NOT INDICATED,,,,,,,,1,OB,,,,Purchase,,Purchased by Departments Fund.,,,0,,Kristoffer Ian Buñag,
11:5:26 9/5/2022,Speaker System Microphone    ,,,NOT INDICATED,,,,0,0,1,,1,,,,,Purchase,NOT INDICATED,Purchased by Departments Fund. On site.,,,,,Kristoffer Ian Buñag,
11:5:43 9/5/2022,Speaker System     ,,,NOT INDICATED,,,,,,,,1,OB,,,,Purchase,,Purchased by Departments Fund. On site.,,,0,,Kristoffer Ian Buñag,
11:5:43 9/5/2022,Camera Digital W800   ,Sony,,NOT INDICATED,,,,,,,,1,OB,,,,Purchase,,On site.,,,6000,,Kristoffer Ian Buñag,
11:17:57 9/5/2022,Projector  EB-U42   ,Epson,,NOT INDICATED,,,,,,,,1,OB,,,,Purchase,,On site.,,,45125,,Kristoffer Ian Buñag,
11:17:57 9/5/2022,Bed Hospital    ,,,NOT INDICATED,,,,,,,,1,OB,,,,Purchase,,On site.,,,,,Kristoffer Ian Buñag,
11:30:45 9/5/2022,Bed Hospital    ,,,NOT INDICATED,,,,0,0,1,,1,,,,,Purchase,NOT INDICATED,On site.,,,,,Kristoffer Ian Buñag,
11:31:9 9/5/2022,Computer Stand    ,,,NOT INDICATED,,,,,,,,1,OB,,,,Purchase,,No Remarks.,,,0,,Kristoffer Ian Buñag,
11:31:9 9/5/2022,Table Wooden    ,,,NOT INDICATED,,,,,,,,1,OB,,,,Purchase,,No Remarks.,,,,,Kristoffer Ian Buñag,
11:31:9 9/5/2022,Bucket Big  Green  ,,,NOT INDICATED,,,,,,,,1,OB,,,,Purchase,,Provided by Housekeeping. On site.,,,,,Kristoffer Ian Buñag,
13:29:6 9/5/2022,Rack Plastic  Black  ,,,NOT INDICATED,,,,,,,,1,OB,,,,Purchase,,Purchased by Department Fund. On site.,,,0,,Kristoffer Ian Buñag,
13:29:6 9/5/2022,Whiteboard Calendar    ,,,NOT INDICATED,,,,,,,,1,OB,,,,Purchase,,Fabricated by EFM. On site.,,,,,Kristoffer Ian Buñag,
13:29:6 9/5/2022,Refrigerator   Gray  ,Sharp,,NOT INDICATED,,,,,,,,1,OB,,,,Purchase,,Purchased by Department Fund. On site.,,,,,Kristoffer Ian Buñag,
13:29:6 9/5/2022,Fan Electric    ,Standard,,NOT INDICATED,,,,,,,,1,OB,,,,Purchase,,On site.,,,1618,,Kristoffer Ian Buñag,
13:29:6 9/5/2022,Oventoaster   Red  ,,,NOT INDICATED,,,,,,,,1,OB,,,,Purchase,,Purchased by Department Fund. On site.,,,,,Kristoffer Ian Buñag,
13:29:6 9/5/2022,Rice Cooker     ,Dowell,,NOT INDICATED,,,,,,,,1,OB,,,,Purchase,,Purchased by Department Fund. ,,,,,Kristoffer Ian Buñag,
13:29:6 9/5/2022,Television  LA32C350D1   ,Samsung,,NOT INDICATED,,,,,,,,1,OB,,,,Purchase,,Purchased by Department Fund. On site.,Nonfunctional,,,,Kristoffer Ian Buñag,
13:29:6 9/5/2022,Phone Intercom Phone    ,Grandstream,,NOT INDICATED,,,,,,,,1,OB,,,,Purchase,,Provided by IHOMP. On site.,,,,,Kristoffer Ian Buñag,
13:29:6 9/5/2022,Projector     ,,,NOT INDICATED,,,,,,,,1,Modular Room,,,,Purchase,,ZCMC,,,,,Kristoffer Ian Buñag,
13:29:6 9/5/2022,Airconditioner Split    ,Koppel,,NOT INDICATED,,,,,,,,1,Modular OB,,,,Purchase,,No Remarks.,,,,,Kristoffer Ian Buñag,
14:6:49 9/5/2022,Book     ,,,NOT INDICATED,,,,,,,,1,OB,,,,Purchase,,No Remarks.,Obsolete,,1800,,Kristoffer Ian Buñag,
8:13:11 9/6/2022,Book     ,,,NOT INDICATED,,,,,,,,1,OB,,,,Purchase,,No Remarks.,Obsolete,,1800,,Kristoffer Ian Buñag,
8:26:2 9/6/2022,"Cabinet Wall, With Glass Door    ",,,NOT INDICATED,,,,,,,,1,OB,,,,Purchase,,On site.,,,0,,Kristoffer Ian Buñag,
8:32:49 9/6/2022,Chair Sofa    ,,,NOT INDICATED,,,,,,,,1,OB,,,,Purchase,,On site.,,,0,,Kristoffer Ian Buñag,
8:34:10 9/6/2022,Desk L Shaped    ,,,NOT INDICATED,,,,,,,,1,OB,,,,Purchase,,Fabricated by EFM. On Site.,Good Condition,,0,,Kristoffer Ian Buñag,
8:34:10 9/6/2022,"Table Wooden, Small    ",,,NOT INDICATED,,,,,,,,1,OB,,,,Purchase,,Fabricated by EFM. On Site.,,,,,Kristoffer Ian Buñag,
8:34:10 9/6/2022,"Chair Monobloc, Long    ",,,NOT INDICATED,,,,,,,,1,OB,,,,Purchase,,No Remarks.,,,,,Kristoffer Ian Buñag,
8:34:10 9/6/2022,Fan Electric STS-18 Green  ,Standard,,NOT INDICATED,,,,,,,,1,OB Library,,,,Purchase,,On site.,,,,,Kristoffer Ian Buñag,
9:23:56 9/6/2022,DVD Player  DVD-K38   ,Ace,,NOT INDICATED,,,,,,,,1,OB,,,,Purchase,,On site.,Non Functional,,1700,,Kristoffer Ian Buñag,
9:23:56 9/6/2022,Airconditioner     ,Koppel,,NOT INDICATED,,,,,,,,1,OB,,,,Purchase,,On site.,,,,,Kristoffer Ian Buñag,
9:23:56 9/6/2022,Computer Monitor    ,BenQ,,NOT INDICATED,,,,,,,,1,OB,,,,Purchase,,No Remarks.,Not in good condition,,,,Kristoffer Ian Buñag,
9:23:56 9/6/2022,Printer  M1100   ,Epson,,NOT INDICATED,,,,,,,,1,OB,,,,Purchase,,Intended for OB Ultrasound Room.,,,,,Kristoffer Ian Buñag,
9:23:56 9/6/2022,Whiteboard     ,,,NOT INDICATED,,,,,,,,1,OB - Doctors Quarters,,,,Purchase,,On site.,,,,,Kristoffer Ian Buñag,
9:23:56 9/6/2022,Whiteboard     ,,,NOT INDICATED,,,,,,,,1,OB - Doctors Quarters,,,,Purchase,,No Remarks.,,,3000,,Kristoffer Ian Buñag,
9:23:56 9/6/2022,Table Office    ,,,NOT INDICATED,,,,,,,,1,OB,,,,Purchase,,On site. No Remarks.,,,,,Kristoffer Ian Buñag,
9:23:56 9/6/2022,Chair Wooden    ,,,NOT INDICATED,,,,,,,,1,OB,,,,Purchase,,No Remarks. On site.,,,,,Kristoffer Ian Buñag,
9:49:51 9/6/2022,Chair Wooden    ,,,NOT INDICATED,,,,0,0,1,,1,,,,,Purchase,NOT INDICATED,No Remarks. On site.,,,,,Kristoffer Ian Buñag,
9:51:11 9/6/2022,Cabinet     ,,,NOT INDICATED,,,,,,,,1,OB,,,,Purchase,,Fabricated by EFM.,,,0,,Kristoffer Ian Buñag,
9:52:36 9/6/2022,Bed Hospital    ,Saikang,,NOT INDICATED,,,,,,,,1,OB,,,,Purchase,,No Remarks. On site.,,,0,,Kristoffer Ian Buñag,
9:52:36 9/6/2022,Microwave     ,Whirlpool,,NOT INDICATED,,,,,,,,1,OB,,,,Purchase,,Purchased by Department Fund.,,,,,Kristoffer Ian Buñag,
9:52:36 9/6/2022,Fan Electric  Black  ,Standard,,NOT INDICATED,,,,,,,,1,OB,,,,Purchase,,On site.,Functioning,,1618,,Kristoffer Ian Buñag,
9:52:36 9/6/2022,Phone Intercom Phone    ,Grandstream,,NOT INDICATED,,,,,,,,1,OB,,,,Purchase,,Provided by IHOMP.,,,,,Kristoffer Ian Buñag,
9:52:36 9/6/2022,IV Stand Stainless    ,,,NOT INDICATED,,,,,,,,1,OB ONCO,,,,Purchase,,On site.,,,,,Kristoffer Ian Buñag,
9:52:36 9/6/2022,Table Examination    ,,,NOT INDICATED,,,,,,,,1,OB ONCO,,,,Purchase,,Borrowed from UTZ Room. On site.,,,,,Kristoffer Ian Buñag,
10:1:23 9/6/2022,IV Stand Stainless    ,,,NOT INDICATED,,,,0,0,1,,1,,,,,Purchase,NOT INDICATED,On site.,,,,,Kristoffer Ian Buñag,
10:2:22 9/6/2022,Oxygen Tank Portable    ,,,NOT INDICATED,,,,,,,,1,OB ONCO,,,,Purchase,,On site.,,,0,,Kristoffer Ian Buñag,
10:2:22 9/6/2022,AVR     ,Aljeron,,NOT INDICATED,,,,,,,,1,OB ONCO,,,,Purchase,,On site.,,,,,Kristoffer Ian Buñag,
10:4:12 9/6/2022,AVR     ,Aljeron,,NOT INDICATED,,,,0,0,1,,1,,,,,Purchase,NOT INDICATED,On site.,,,,,Kristoffer Ian Buñag,
10:5:8 9/6/2022,Table Office    ,,,NOT INDICATED,,,,,,,,1,OB ONCO,,,,Purchase,,Borrowed from OB Department. On site.,,,0,,Kristoffer Ian Buñag,
10:5:8 9/6/2022,Table Office    ,,,NOT INDICATED,,,,,,,,1,OB ONCO,,,,Purchase,,Borrowed from OB Department. On site.,,,,,Kristoffer Ian Buñag,
10:9:45 9/6/2022,Air Purifier     ,,,NOT INDICATED,,,,,,,,1,OB ONCO,,,,Purchase,,Donation from OB Department. On site.,,,0,,Kristoffer Ian Buñag,
10:9:45 9/6/2022,Fan Electric  Pink  ,,,NOT INDICATED,,,,,,,,1,OB ONCO,,,,Purchase,,Borrowed from Ward 1. On site.,,,,,Kristoffer Ian Buñag,
10:12:59 9/6/2022,BP Apparatus     ,,,NOT INDICATED,,,,,,,,1,OB ONCO,,,,Purchase,,Borrowed from Ward 1. On site.,,,0,,Kristoffer Ian Buñag,
10:12:59 9/6/2022,Weighting Scale  Stand Type    ,Union,,NOT INDICATED,,,,,,,,1,OB ONCO,,,,Purchase,,Borrowed from OPD. On site.,,,,,Kristoffer Ian Buñag,
10:12:59 9/6/2022,Pulse Oximeter Fingertip M70B   ,,,NOT INDICATED,,,,,,,,1,OB ONCO,,,,Purchase,,On site.,,,,,Kristoffer Ian Buñag,
10:12:59 9/6/2022,Thermometer Gun  DET-306   ,,,NOT INDICATED,,,,,,,,1,OB ONCO,,,,Purchase,,No Remarks.,,,,,Kristoffer Ian Buñag,
10:47:13 9/6/2022,Computer Desktop    ,,,NOT INDICATED,,,,,,,,1,Research,,,,Purchase,,No Remarks.,,,23998,,Kristoffer Ian Buñag,
11:4:56 9/6/2022,Chair Office    ,,,NOT INDICATED,,,,,,,,1,Research,,,,Purchase,,No Remarks.,,,4900,,Kristoffer Ian Buñag,
11:11:1 9/6/2022,Cabinet Filing    ,Jensey,,NOT INDICATED,,,,,,,,1,Research Unit,,,,Purchase,,No Remarks.,,,6450,,Kristoffer Ian Buñag,
11:12:45 9/6/2022,Cabinet Filing    ,Jensey,,NOT INDICATED,,,,,,,,1,Research Unit,,,,Purchase,,No Remarks.,,,6450,,Kristoffer Ian Buñag,
11:12:45 9/6/2022,Printer 3-in-1 L-210   ,Epson,,NOT INDICATED,,,,,,,,1,Research Unit,,,,Purchase,,No Remarks.,,,7850,,Kristoffer Ian Buñag,
11:12:45 9/6/2022,Computer Laptop/Mobile    ,Asus,,NOT INDICATED,,,,,,,,1,Research,,,,Purchase,,No Remarks.,,,25970,,Kristoffer Ian Buñag,
11:12:45 9/6/2022,Projector  EB-U32   ,Epson,,NOT INDICATED,,,,,,,,1,Research Unit,,,,Purchase,,Not found in the area.,,,37260,,Kristoffer Ian Buñag,
11:12:45 9/6/2022,Voice Recorder Digital ICD-BX 140   ,Sony,,NOT INDICATED,,,,,,,,1,Research Unit,,,,Purchase,,Not found in the area.,,,3000,,Kristoffer Ian Buñag,
11:12:45 9/6/2022,Computer Desktop    ,,,NOT INDICATED,,,,,,,,1,Famed Office,,,,Purchase,,No Remarks.,Functional,,,,Kristoffer Ian Buñag,
11:12:45 9/6/2022,Computer Desktop    ,,,NOT INDICATED,,,,,,,,1,Famed Office,,,,Purchase,,No Remarks.,Functional,,,,Kristoffer Ian Buñag,
11:12:45 9/6/2022,Printer 3-in-1 L5190   ,Epson,,NOT INDICATED,,,,,,,,1,Famed Office,,,,Purchase,,No Remarks.,Functional,,16995,,Kristoffer Ian Buñag,
11:12:45 9/6/2022,Printer  M200   ,Epson,,NOT INDICATED,,,,,,,,1,Famed Office,,,,Purchase,,No Remarks.,Functional,,,,Kristoffer Ian Buñag,
11:12:45 9/6/2022,Computer CPU    ,Samsung,,NOT INDICATED,,,,,,,,1,Famed Office,,,,Purchase,,No Remarks.,Functional,,,,Kristoffer Ian Buñag,
13:29:11 9/6/2022,Computer UPS  Black  ,,,NOT INDICATED,,,,,,,,1,Famed Office,,,,Purchase,,No Remarks.,Not Functional,,0,,Kristoffer Ian Buñag,
13:30:14 9/6/2022,AVR   Black  ,,,NOT INDICATED,,,,,,,,1,Famed Office,,,,Purchase,,No Remarks.,Not Functional,,0,,Kristoffer Ian Buñag,
13:30:14 9/6/2022,Table Office  Black  ,,,NOT INDICATED,,,,,,,,1,Famed Office,,,,Purchase,,No Remarks.,Functional,,,,Kristoffer Ian Buñag,
13:33:15 9/6/2022,Projector  P1173   ,Acer,,NOT INDICATED,,,,,,,,1,Famed Office,,,,Purchase,,No Remarks.,Functional,,19700,,Kristoffer Ian Buñag,
13:33:15 9/6/2022,Computer Table  Cream  ,,,NOT INDICATED,,,,,,,,1,Famed Office,,,,Purchase,,No Remarks.,,,,,Kristoffer Ian Buñag,
13:33:15 9/6/2022,Table Printer  Black  ,,,NOT INDICATED,,,,,,,,1,Famed Office,,,,Purchase,,No Remarks.,,,,,Kristoffer Ian Buñag,
13:33:15 9/6/2022,Table Wooden    ,,,NOT INDICATED,,,,,,,,1,Famed Office,,,,Purchase,,No Remarks.,Functional,,,,Kristoffer Ian Buñag,
13:33:15 9/6/2022,Book Shelf     ,,,NOT INDICATED,,,,,,,,1,OPD,,,,Purchase,,Donation.,Functional,,,,Kristoffer Ian Buñag,
13:33:15 9/6/2022,Shelf Bag/Shoe  White  ,,,NOT INDICATED,,,,,,,,1,Famed Office,,,,Purchase,,No Remarks.,Functional,,,,Kristoffer Ian Buñag,
13:33:15 9/6/2022,Bed Wooden  White  ,,,NOT INDICATED,,,,,,,,1,Famed Office,,,,Purchase,,No Remarks.,Functional,,,,Kristoffer Ian Buñag,
13:33:15 9/6/2022,Drawer Plastic  Pink  ,,,NOT INDICATED,,,,,,,,1,Famed Office,,,,Purchase,,No Remarks.,Functional,,,,Kristoffer Ian Buñag,
8:10:12 9/7/2022,"Basin Kidney, Stainless/Plastic    ",,,NOT INDICATED,,,,,,,,1,Gyne Onco,,,,Purchase,,Not found in the area.,,,0,,Kristoffer Ian Buñag,
8:10:12 9/7/2022,"Basin Kidney, Stainless/Plastic    ",,,NOT INDICATED,,,,,,,,1,Gyne Onco,,,,Purchase,,Not found in the area.,,,,,Kristoffer Ian Buñag,
8:10:12 9/7/2022,"Foceps Allis, Stainless    ",,,NOT INDICATED,,,,,,,,1,Gyne Onco,,,,Purchase,,Not found in the area.,,,,,Kristoffer Ian Buñag,
8:10:12 9/7/2022,"Foceps Ovum, Stainless    ",,,NOT INDICATED,,,,,,,,1,Gyne Onco,,,,Purchase,,Not found in the area.,,,,,Kristoffer Ian Buñag,
8:10:12 9/7/2022,"Forceps Uterine, Stainless    ",,,NOT INDICATED,,,,,,,,1,Gyne Onco,,,,Purchase,,Not found in the area.,,,,,Kristoffer Ian Buñag,
8:10:12 9/7/2022,Punch Biopsy Stainless    ,,,NOT INDICATED,,,,,,,,1,Gyne Onco,,,,Purchase,,Not found in the area.,,,,,Kristoffer Ian Buñag,
8:22:24 9/7/2022,"Vaginal Speculum Medium, Stainless    ",,,NOT INDICATED,,,,,,,,1,Gyne Onco,,,,Purchase,,Not found in the area.,,,0,,Kristoffer Ian Buñag,
8:22:24 9/7/2022,"Vaginal Speculum Medium, Stainless    ",,,NOT INDICATED,,,,,,,,1,Gyne Onco,,,,Purchase,,Not found in the area.,,,,,Kristoffer Ian Buñag,
8:24:12 9/7/2022,"Vaginal Speculum Medium, Stainless    ",,,NOT INDICATED,,,,0,0,2,,2,,,,,Purchase,NOT INDICATED,Not found in the area.,,,,,Kristoffer Ian Buñag,
8:24:59 9/7/2022,"Vaginal Speculum Small, Stainless    ",,,NOT INDICATED,,,,,,,,1,Gyne Onco,,,,Purchase,,Not found in the area.,,,0,,Kristoffer Ian Buñag,
8:25:28 9/7/2022,"Vaginal Speculum Small, Stainless    ",,,NOT INDICATED,,,,0,0,3,,3,,,,,Purchase,NOT INDICATED,Not found in the area.,,,,,Kristoffer Ian Buñag,
8:25:40 9/7/2022,"Vaginal Speculum Large, Stainless    ",,,NOT INDICATED,,,,,,,,1,Gyne Onco,,,,Purchase,,Not found in the area.,,,0,,Kristoffer Ian Buñag,
8:26:14 9/7/2022,"Vaginal Speculum Large, Stainless    ",,,NOT INDICATED,,,,0,0,5,,5,,,,,Purchase,NOT INDICATED,Not found in the area.,,,,,Kristoffer Ian Buñag,
8:27:24 9/7/2022,Cryotherapy Machine     ,,,NOT INDICATED,,,,,,,,1,Gyne Onco,,,,Purchase,,Not found in the area.,,,0,,Kristoffer Ian Buñag,
8:27:24 9/7/2022,Light Droplights    ,,,NOT INDICATED,,,,,,,,1,Gyne Onco,,,,Purchase,,Not found in the area.,,,,,Kristoffer Ian Buñag,
8:29:0 9/7/2022,Light Droplights    ,,,NOT INDICATED,,,,0,0,1,,1,,,,,Purchase,NOT INDICATED,Not found in the area.,,,,,Kristoffer Ian Buñag,
8:29:22 9/7/2022,Endocervical Curette Stainless    ,,,NOT INDICATED,,,,,,,,1,Gyne Onco,,,,Purchase,,Not found in the area.,,,0,,Kristoffer Ian Buñag,
8:30:13 9/7/2022,Endocervical Curette Stainless    ,,,NOT INDICATED,,,,0,0,1,,1,,,,,Purchase,NOT INDICATED,Not found in the area.,,,,,Kristoffer Ian Buñag,
8:31:35 9/7/2022,Stand Mayo With Tray    ,,,NOT INDICATED,,,,,,,,1,Gyne Onco,,,,Purchase,,On site.,,,0,,Kristoffer Ian Buñag,
8:31:35 9/7/2022,Soaking Tray Stainless    ,,,NOT INDICATED,,,,,,,,1,Gyne Onco,,,,Purchase,,On site.,Good Condition,,,,Kristoffer Ian Buñag,
8:38:15 9/7/2022,Soaking Tray Stainless    ,,,NOT INDICATED,,,,0,0,6,,6,,,,,Purchase,NOT INDICATED,On site.,Good Condition,,,,Kristoffer Ian Buñag,
8:38:47 9/7/2022,"Soaking Tray Stainless, Large    ",,,NOT INDICATED,,,,,,,,1,Gyne Onco,,,,Purchase,,On site.,Good Condition,,0,,Kristoffer Ian Buñag,
8:38:47 9/7/2022,"Table Bed Side, Wooden    ",,,NOT INDICATED,,,,,,,,1,Gyne Onco,,,,Purchase,,Borrowed from delivery room. On site.,Good Condition,,,,Kristoffer Ian Buñag,
8:41:33 9/7/2022,"Table Bed Side, Wooden    ",,,NOT INDICATED,,,,0,0,1,,1,,,,,Purchase,NOT INDICATED,Borrowed from delivery room. On site.,Good Condition,,,,Kristoffer Ian Buñag,
8:42:45 9/7/2022,"Soaking Tray With Cover, Stainless    ",,,NOT INDICATED,,,,,,,,1,Gyne Onco,,,,Purchase,,Borrowed from delivery room. On site.,Good Condition,,0,,Kristoffer Ian Buñag,
8:43:59 9/7/2022,"Soaking Tray With Cover, Stainless    ",,,NOT INDICATED,,,,0,0,1,,1,,,,,Purchase,NOT INDICATED,Borrowed from delivery room. On site.,Good Condition,,,,Kristoffer Ian Buñag,
8:44:34 9/7/2022,"Canister Big, Stainless    ",,,NOT INDICATED,,,,,,,,1,Gyne Onco,,,,Purchase,,Borrowed from delivery room. On site.,,,0,,Kristoffer Ian Buñag,
8:45:36 9/7/2022,"Canister Big, Stainless    ",,,NOT INDICATED,,,,0,0,1,,1,,,,,Purchase,NOT INDICATED,Borrowed from delivery room. On site.,,,,,Kristoffer Ian Buñag,
8:46:12 9/7/2022,TV Stand     ,,,NOT INDICATED,,,,,,,,1,Gyne Onco,,,,Purchase,,Borrowed from OB department.,,,0,,Kristoffer Ian Buñag,
